Sun Aug 08 23:07:50 2021    output.dat

         5506646 function calls (5503771 primitive calls) in 17.588 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\core\_methods.py:30(_amin)
        4    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:1522(set_radius)
        4    0.000    0.000    0.000    0.000 {method 'replace' of 'unicode' objects}
        2    0.000    0.000    0.000    0.000 C:/Users/ahmad/Documents/Graduate_study/Master_Thesis_Project/CBF_toolbox_development_code/CBF-RRTstrr/optimizingCBF_RRTstr.py:378(add_obstacleToWorld)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\artist.py:727(get_clip_path)
        2    0.000    0.000    0.000    0.000 C:\Users\ahmad\Documents\Graduate_study\Master_Thesis_Project\CBF_toolbox_development_code\CBF-RRTstrr\simulation.py:52(add_obstacle)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\legend.py:823(get_default_handler_map)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:168(__contains__)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\projections\__init__.py:25(get_projection_class)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\transforms.py:1306(__ne__)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:3744(set_navigate)
        6    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\gridspec.py:51(get_geometry)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\core\_methods.py:26(_amax)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:460(_get_axes)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\legend.py:844(get_legend_handler_map)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\copy_reg.py:92(__newobj__)
       10    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\path.py:222(codes)
        4    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_subplots.py:201(subplot_class_factory)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\artist.py:523(set_snap)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\threading.py:64(_note)
        1    0.000    0.000    0.000    0.000 C:\Users\ahmad\Documents\Graduate_study\Master_Thesis_Project\CBF_toolbox_development_code\CBF-RRTstrr\expansionTree.py:25(__init__)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_base.py:3762(set_navigate_mode)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\numpy\lib\shape_base.py:1226(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\rcsetup.py:162(validate_float)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\path.py:712(unit_circle)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\gridspec.py:75(set_height_ratios)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\__init__.py:1434(get_backend)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\widgets.py:37(__init__)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:517(get_constrained_layout)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\artist.py:711(get_visible)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\legend.py:1148(set_bbox_to_anchor)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\offsetbox.py:778(set_minimumdescent)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\legend.py:792(_approx_text_height)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\offsetbox.py:203(set_offset)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:109(<dictcomp>)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:269(set_aa)
        4    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:1911(<dictcomp>)
        2    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\gridspec.py:428(get_gridspec)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\gridspec.py:66(set_width_ratios)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\legend.py:1079(get_frame)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\figure.py:767(set_canvas)
        4    0.000    0.000    0.000    0.000 {thread.get_ident}
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\patches.py:1487(get_path)
        2    0.000    0.000    0.000    0.000 C:\Python27\lib\site-packages\matplotlib\axes\_subplots.py:123(get_subplotspec)
        1    0.000    0.000    0.000    0.000 C:\Users\ahmad\Documents\Graduate_study\Master_Thesis_Project\CBF_toolbox_development_code\CBF-RRTstrr\vertex.py:57(computeCostToCome)
        1    0.000    0.000    0.000    0.000 {sys.setrecursionlimit}
        2    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}


